Text,Class_Label
"Lucy, The spreadsheet looks fine to me. Phillip",Normal
"Bruce, Thank you for your bid. I have decided on a floor plan. I am going to have an architect in Austin draw the plans and help me work up a detailed specification list. I will send you that detailed plan and spec list when complete for a final bid. Probably in early to mid June. Phillip",Normal
"Jeff, Jacques Craig will draw up a release. What is the status on the quote from Wade? Phillip",Normal
I still use this service,Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 04/10/2001 05:50 PM --------------------------- Enron North America Corp. From: Stephen Swain 04/10/2001 11:58 AM To: Phillip K Allen/HOU/ECT@ECT cc: Tim Heizenrader/PDX/ECT@ECT, Tim Belden/HO",Normal
"Lucy, Here is the rentroll from last friday. The closing was to be this Thursday but it has been delayed until Friday April 20th. If you can stay on until April 20th that would be helpful. If you have made other commitments I understand. Gary is planning to put an A/C in #35. You can give out my work numer (713) 853-7041 Phillip",Normal
Thanks for your help.,Normal
"Jed, Thanks for the response. Phillip Allen",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 04/09/2001 04:48 PM --------------------------- Jed Hershey <jhershey@sempratrading.com> on 04/09/2001 02:29:39 PM To: ""'pallen@enron.com'"" <pallen@enron.com> cc: Subject: SanJuan/SoCal spread",Normal
"Reagan, I sent you an email last week stating that I would be in San Marcos on Friday, April 13th. However, my closing has been postponed. As I mentioned I am going to have Cary Kipp draw the plans for the residence and I will get back in touch with you once he is finished. Regarding the multifamily project, I am going to work with a project manager from San Antonio. For my first development project, I feel more comfortable with their experience obtaining FHA financing. We are working with Kipp Flores to finalize the floor plans and begin construction drawings. Your bid for the construction is competive with other construction estimates. I am still attracted to your firm as the possible builder due to your strong local relationships. I will get back in touch with you once we have made the final determination on unit mix and site plan. Phillip Allen",Normal
"Jacques, The amounts needed to fill in the blanks on Exhibit ""B"" are as follows: Kipp Flores-Total Contract was $23,600 but $2,375 was paid and only $21,225 is outstanding. Kohutek- $2,150 Cuatro- $37,800 George & Larry paid $3,500 for the appraisal and I agreed to reimburse this amount. The total cash that Keith and I will pay the Sellers is $5,875 ($3,500 appraisal and $2,375 engineering). I couldn't find any reference to this cash consideration to be paid by the buyers. Let me know if I need to do anything else before you can forward this to the sellers to be executed. Phillip",Normal
"John, Regarding the employment agreement, Mike declined without a counter. Keith said he would sign for $75K cash/$250 equity. I still believe Frank should receive the same signing incentives as Keith. Phillip",Normal
"Thanks for the response. I think you are right that engaging an architect is the next logical step. I had already contacted Cary Kipp and sent him the floor plan. He got back to me yesterday with his first draft. He took my plan and improved it. I am going to officially engage Cary to draw the plans. While he works on those I wanted to try and work out a detailed specification list. Also, I would like to visit a couple of homes that you have built and speak to 1 or 2 satisfied home owners. I will be in San Marcos on Friday April 13th. Are there any homes near completion that I could walk through that day? Also can you provide some references? Once I have the plans and specs, I will send them to you so you can adjust your bid. Phillip",Normal
"Do you have a distribution list to send this to all the traders. Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 04/04/2001 07:11 AM --------------------------- To: Fred Lagrasta/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, James W Lewis/HOU/EES@EES cc: Subject: EES Gas Desk Happy Hour Fred/Phillip/Scott: We are having a happy hour at Sambuca this Thursday, please be our guests and invite anyone on your desks that would be interested in meeting some of the new gas desk team. Thank you, Jess",Normal
"Ina, Can you please forward the presentation to Mog. Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 04/18/2001 02:50 PM --------------------------- From: Karen Buckley/ENRON@enronXgate on 04/18/2001 10:56 AM CDT To: Phillip K Allen/HOU/ECT@ECT cc: Subject: RE: Presentation to Trading Track A&A Hi Philip If you do have slides preapred,, can you have your assistant e:mail a copy to Mog Heu, who will conference in from New York. Thanks, karen -----Original Message----- From: Allen, Phillip Sent: Wednesday, April 18, 2001 10:30 AM To: Buckley, Karen Subject: Re: Presentation to Trading Track A&A The topic will the the western natural gas market. I may have overhead slides. I will bring handouts.",Normal
"Jacques, The assets and liabilities that we are willing to assume are listed below: Assets: Land Preliminary Architecture Design-Kipp Flores Architects Preliminary Engineering-Cuatro Consultants, Ltd. Soils Study-Kohutek Engineering & Testing, Inc. Appraisal-Atrium Real Estate Services Liabilities: Note to Phillip Allen Outstanding Invoices to Kipp Flores, Cuatro, and Kohutek Additional Consideration or Concessions Forgive interest due Reimburse $3,500 for appraisal and $2,375 for partial payment to engineer Let me know if you need more detail. Phillip",Normal
My location is eb3210C,Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 04/02/2001 02:49 PM --------------------------- Parking & Transportation@ENRON 03/28/2001 02:07 PM Sent by: DeShonda Hamilton@ENRON To: Brad Alford/NA/Enron@Enron, Megan Angelos/Enron@EnronXGa",Normal
https://www4.rsweb.com/61045/,Normal
Jacques I am out of the office for the rest of the week. Have you ever seen anyone miss as much work as I have in the last 6 weeks? I assure you this is unusual for me. Hopefully we can sign some documents on Monday. Call me on my cell phone if you need me. Phillip,Normal
"Reagan, I am still reviewing the numbers but here are some initial thoughts. Are you proposing a cost plus contract with no cap? What role would you play in obtaining financing? Any experience with FHA 221(d) loans? Although your fees are lower than George and Larry I am still getting market quotes lower yet. I have received estimates structured as follows: 5% - onsite expenses, supervision, clean up, equipment 2%- overhead 4%- profit I just wanted to give you this initial feedback. I have also attached an extremely primitive spreadsheet to outline the project. As you can see even reducing the builders fees to the numbers above the project would only generate $219,194 of cash flow for a return of 21%. I am not thrilled about such a low return. I think I need to find a way to get the total cost down to $10,500,000 which would boost the return to 31%. Any ideas? I realize that you are offering significant development experience plus you local connections. I am not discounting those services. I will be out of the office for the rest of the week, but I will call you early next week. Phillip",Normal
"Cary, Here is the picture of the house I have in mind. I was going for a simple farmhouse style to place on 5 acres near Wimberley. A few points that might not be obvious from the plans are: There will be a double porch across the back just like the front No dormers (Metal roof) 1/2 bath under stairs Overall dimensions are 55 by 40 What I am looking for is a little design help in the kitchen. More cabinets, maybe a different shaped island, and a way to enlarge the pantry. Reagan suggested that I find a way to make the exterior more attractive. I want to keep a simple roof line to avoid leaks, but I was thinking about bringing the left side forward in the front of the house and place 1 gable in the front. That might look good if the exterior was stone and stucco. Also the front porch would be smaller. I have 3 bids from builders all around $325,000. I am ready to go ahead and have the plans done so I can spec out all the finishings and choose a builder. I just wanted to give you the opportunity to do the work. As I mentioned my alternative is $0.60/ft. I thought that since I had a such a detailed sketch, you might consider the job for less than the $6,000 that Reagan allowed. Phillip Allen 713-853-7041 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/29/2001 10:17 AM --------------------------- Hunter S Shively 03/26/2001 10:01 AM To: phillip.k.allen@enron.com cc: Subject:",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/29/2001 10:10 AM --------------------------- <postmaster@caprock.net> on 03/29/2001 07:58:51 AM To: Phillip.K.Allen@enron.com cc: Subject: Nondeliverable mail Cary, Here is the picture of t",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/29/2001 10:03 AM --------------------------- <postmaster@caprock.net> on 03/29/2001 07:36:51 AM To: Phillip.K.Allen@enron.com cc: Subject: Nondeliverable mail ------Transcript of session fo,Normal
"Cary, Here is the picture of the house I have in mind. I was going for a simple farmhouse style to place on 5 acres near Wimberley. A few points that might not be obvious from the plans are: There will be a double porch across the back just like the front No dormers (Metal roof) 1/2 bath under stairs Overall dimensions are 55 by 40 What I am looking for is a little design help in the kitchen. More cabinets, maybe a different shaped island, and a way to enlarge the pantry. Reagan suggested that I find a way to make the exterior more attractive. I want to keep a simple roof line to avoid leaks, but I was thinking about bringing the left side forward in the front of the house and place 1 gable in the front. That might look good if the exterior was stone and stucco. Also the front porch would be smaller. I have 3 bids from builders all around $325,000. I am ready to go ahead and have the plans done so I can spec out all the finishings and choose a builder. I just wanted to give you the opportunity to do the work. As I mentioned my alternative is $0.60/ft. I thought that since I had a such a detailed sketch, you might consider the job for less than the $6,000 that Reagan allowed. Phillip Allen 713-853-7041 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/29/2001 09:10 AM --------------------------- Hunter S Shively 03/26/2001 10:01 AM To: phillip.k.allen@enron.com cc: Subject:",Normal
"Chad, Call Ted Bland about the trading track program. All the desks are trying to use this program to train analysts to be traders. Your experience should help you in the process and make the risk rotation unnecessary. Unless you are dying to do another rotation is risk. Phillip",Normal
no problem,Normal
"Reagan, Thank you for the quick response on the bid for the residence. Below is a list of questions on the specs: 1. Is the framing Lumber #2 yellow pine? Wouldn't fir or spruce warp less and cost about the same? 2. What type of floor joist would be used? 2x12 or some sort of factory joist? 3. What type for roof framing? On site built rafters? or engineered trusses? 4. Are you planning for insulation between floors to dampen sound? What type of insulation in floors and ceiling? Batts or blown? Fiberglass or Cellulose? 5. Any ridge venting or other vents (power or turbine)? 6. Did you bid for interior windows to have trim on 4 sides? I didn't know the difference between an apron and a stool. 7. Do you do anything special under the upstairs tile floors to prevent cracking? Double plywood or hardi board underlay? 8. On the stairs, did you allow for a bannister? I was thinking a partial one out of iron. Only about 5 feet. 9. I did not label it on the plan, but I was intending for a 1/2 bath under the stairs. A pedestal sink would probably work. 10. Are undermount sinks different than drop ins? I was thinking undermount stainless in kitchen and undermount cast iron in baths. 11. 1 or 2 A/C units? I am assuming 2. 12. Prewired for sound indoors and outdoors? 13. No door and drawer pulls on any cabinets or just bath cabinets? 14. Exterior porches included in bid? Cedar decking on upstairs? Iron railings? 15. What type of construction contract would you use? Fixed price except for change orders? I want to get painfully detailed with the specs before I make a decision but this is a start. I think I am ready to get plans drawn up. I am going to call Cary Kipp to see about setting up a design meeting to see if I like his ideas. Phillip I",Normal
"Larry, Jacques has sent a document to Claudia for your review. Just dropping you a line to confirm that you have seen it. Phillip",Normal
"Jacques, Would it be ok if I signed new consulting agreements with the engineer and architect? They have both sent me agreements. The only payment that George and Larry had made was $2,350 to the architect. I have written personal checks in the amounts of $25,000 to the architect and $13,950 to the engineer. I was wondering if the prior work even needs to be listed as an asset of the partnership. I would like for the agreements with these consultants to be with the partnership not with me. Should I wait until the partnership has been conveyed to sign in the name of the partnership. Let me know what you think. Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/27/2001 02:29 PM --------------------------- Hunter S Shively 03/26/2001 10:01 AM To: phillip.k.allen@enron.com cc: Subject:,Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/27/2001 12:06 PM --------------------------- Hunter S Shively 03/26/2001 10:01 AM To: phillip.k.allen@enron.com cc: Subject:,Normal
"Greg, Here are my comments and questions on the cost estimates: Cost per square foot seem too low for construction $33.30/sf (gross)/$36/sf (rentable) What do the cost for On-Site General Requirements ( $299,818) represent? Will you review the builders profit and fees with me again? You mentioned 2% overhead, 3 % ???, and 5% profit. Why is profit only 4%? Why are the architect fees up to $200K. I thought they would be $80K. What is the $617K of profit allowance? Is that the developers profit to boost loan amount but not a real cost? Total Closing and Application costs of 350K? That seems very high? Who receives the 2 points? How much will be sunk costs if FHA declines us? Where is your 1%? Are you receiving one of the points on the loan? What is the status on the operating pro forma? My back of the envelope puts NOI at $877K assuming 625/1BR, 1300/3BR, 950/2BR, 5% vacancy, and 40% expenses. After debt service that would only leave $122K. The coverage would only be 1.16. Talk to you this afternoon. Phillip",Normal
"Grif, Please provide a temporary id Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/26/2001 05:04 PM --------------------------- Dexter Steis on 03/26/2001 02:22:41 PM To: Phillip.K.Allen@enron.com cc: Subject: Re: NGI access to eol Hi Phillip, It's that time of month again, if you could be so kind. Thanks, Dexter ***************************** Dexter Steis Executive Publisher Intelligence Press, Inc. 22648 Glenn Drive Suite 305 Sterling, VA 20164 tel: (703) 318-8848 fax: (703) 318-0597 http://intelligencepress.com http://www.gasmart.com At 09:57 AM 1/26/01 -0600, you wrote: >Dexter, > >You should receive a guest id shortly. > >Phillip",Normal
"John, Mike is fine with signing a new contract (subject to reading the terms, of course). He prefers to set strikes over a 3 month period. His existing contract pays him a retention payment of $55,000 in the next week. He still wants to receive this payment. Phillip",Normal
"Reagan, Here is a photograhph of the house I have in mind. Specific features include: Stained and scored concrete floors downstairs Wood stairs Two story porches on front and rear Granite counters in kitchens and baths Tile floors in upstairs baths Metal roof w/ gutters (No dormers) Cherry or Maple cabinets in kitchen & baths Solid wood interior doors Windows fully trimmed Crown molding in downstairs living areas 2x6 wall on west side Undecided items include: Vinyl or Aluminum windows Wood or carpet in upstairs bedrooms and game room Exterior stucco w/ stone apron and window trim or rough white brick on 3-4 sides I have faxed you the floor plans. The dimensions may be to small to read. The overall dimensions are 55' X 40'. For a total of 4400 sq ft under roof, but only 3800 of livable space after you deduct the garage. Are there any savings in the simplicity of the design? It is basically a box with a simple roof line. Call me if you have any questions. 713-853-7041. Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/26/2001 12:07 PM --------------------------- Hunter S Shively 03/26/2001 10:01 AM To: phillip.k.allen@enron.com cc: Subject:",Normal
"How am I to send them the money for the silent second? Regular mail, overnight, wire transfer? I don't see how their bank will make the funds available by Friday unless I wire the money. If that is what I need to do please send wiring instructions.",Normal
"Greg, Something that I forgot to ask you. Do you know if Hugo is planning to replatt using an administrative process which I understand is quicker than the full replatting process of 3 weeks? Also let me know about the parking. The builder in San Marcos believed the plan only had 321 parking spots but would require 382 by code. The townhomes across the street have a serious parking problem. They probably planned for the students to park in the garages but instead they are used as extra rooms. Phillip",Normal
keith holst sent you an email with the details.,Normal
"Jacques, The agreement looks fine. My only comment is that George and Larry might object to the language that ""the bank that was requested to finance the construction of the project declined to make the loan based on the high costs of the construction of the Project"". Technically, that bank lowered the loan amount based on lower estimates of rents which altered the amount of equity that would be required. Did I loan them $1,300,000? I thought it was less. Regarding Exhibit A, the assets include: the land, architectural plans, engineering completed, appraisal, and soils study. Most of these items are in a state of partial completion by the consultants. I have been speaking directly to the architect, engineer, and soils engineer. I am unclear on what is the best way to proceed with these consultants. The obligations should include the fees owed to the consultants above. Do we need to list balances due or just list the work completed as an asset and give consideration of $5,875 for the cash paid to the engineer and appraisor. Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/26/2001 10:03 AM --------------------------- To: Phillip K Allen/HOU/ECT@ECT cc: Subject: Current Gas Desk List Hope this helps! This is the current gas desk list that I have in my personal,Normal
"Steve, Try bmckay@enron.com or Brad.McKay@enron.com",Normal
"Larry, Jacques has been working with Claudia. I will check his progress this morning and let you know. Phillip",Normal
"Greg, just a note to let you know I will be out of the office Wed(3/21) until Thurs(3/23). The kids are on spring break. I will be in San Marcos and you can reach me on my cell phone 713-410-4679 or email pallen70@hotmail.com. I was planning on stopping by to see Hugo Elizondo on Thursday to drop off a check and give him the green light to file for replatting. What will change if we want to try and complete the project in phases. Does he need to change what he is going to submit to the city. I spoke to Gordon Kohutek this morning. He was contracted to complete the soils study. He says he will be done with his report by the end of the week. I don't know who needs this report. I told Gordon you might call to inquire about what work he performed. His number is 512-930-5832. We spoke on the phone about most of these issues. Talk to you later. Phillip",Normal
"Jacques, Here is Larry Lewter's response to my request for more documentation to support the $15,000. As you will read below, it is no longer an issue. I think that was the last issue to resolve. Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/19/2001 11:45 AM --------------------------- ""Larry Lewter"" <llewter@austin.rr.com> on 03/19/2001 09:10:33 AM To: <Phillip.K.Allen@enron.com> cc: Subject: RE: Buyout Phillip, the title company held the $15,000 in escrow and it has been returned. It is no longer and issue. Larry -----Original Message----- From: Phillip.K.Allen@enron.com Sent: Monday, March 19, 2001 8:45 AM To: llewter@austin.rr.com Subject: Re: Buyout Larrry, I realize you are disappointed about the project. It is not my desire for you to be left with out of pocket expenses. The only item from your list that I need further clarification is the $15,000 worth of extensions. You mentioned that this was applied to the cost of the land and it actually represents your cash investment in the land. I agree that you should be refunded any cash investment. My only request is that you help me locate this amount on the closing statement or on some other document. Phillip",Normal
"Ina, Can you help me approve this request? Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/19/2001 09:53 AM --------------------------- ARSystem <ARSystem@mailman.enron.com> on 03/16/2001 05:15:12 PM To: ""phillip.k.allen@enron.com"" <phillip.k.allen@enron.com> cc: Subject: Your Approval is Overdue: Access Request for mike.grigsby@enron.com This request has been pending your approval for 9 days. Please click Approval to review and act upon this request. Request ID : 000000000021442 Request Create Date : 3/2/01 8:27:00 AM Requested For : mike.grigsby@enron.com Resource Name : Market Data Bloomberg Resource Type : Applications",Normal
"Jacques, Still trying to close the loop on the $15,000 of extensions. Assuming that it is worked out today or tomorrow, I would like to get whatever documents need to be completed to convey the partnership done. I need to work with the engineer and architect to get things moving. I am planning on writing a personal check to the engineer while I am setting up new accounts. Let me know if there is a reason I should not do this. Thanks for all your help so far. Between your connections and expertise in structuring the loan, you saved us from getting into a bad deal. Phillip",Normal
The topic will the the western natural gas market. I may have overhead slides. I will bring handouts.,Normal
"Larrry, I realize you are disappointed about the project. It is not my desire for you to be left with out of pocket expenses. The only item from your list that I need further clarification is the $15,000 worth of extensions. You mentioned that this was applied to the cost of the land and it actually represents your cash investment in the land. I agree that you should be refunded any cash investment. My only request is that you help me locate this amount on the closing statement or on some other document. Phillip",Normal
"Jacques, I think we reached an agreement with George and Larry to pick up the items of value and not pay any fees for their time. It looks as if we will be able to use everything they have done (engineering, architecture, survey, appraisal). One point that is unclear is they claim that the $15,000 in extensions that they paid was applied to the purchase price of the land like earnest money would be applied. I looked at the closing statements and I didn't see $15,000 applied against the purchase price. Can you help clear this up. Assuming we clear up the $15,000, we need to get the property released. Keith and I are concerned about taking over the Bishop Corner partnership and the risk that there could be undisclosed liabilities. On the other hand, conveyance of the partnership would be a time and money saver if it was clean. What is your inclination? Call as soon as you have a chance to review. Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/15/2001 03:41 PM --------------------------- Mike Grigsby 03/14/2001 07:32 PM To: Phillip K Allen/HOU/ECT@ECT cc: Subject: Matt Smith Let's talk to Matt about the forecast sheets for Socal ,Normal
"Lucy, Here is the rentroll. My only questions are about #18, #25, and #37 missed rent. Any special reasons? It looks like there are five vacancies #2,12,20a,35,40. If you want to run an ad in the paper with a $50 discount that is fine. I will write you a letter of recommendation. When do you need it? You can use me as a reference. In the next two weeks we should really have a good idea whether the sale is going through. Phillip",Normal
I also need to know the base salaries of Jay Reitmeyer and Monique Sanchez. They are doing the same job as Matt.,Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/15/2001 02:22 PM --------------------------- ""Arthur O'Donnell"" <aod@newsdata.com> on 03/15/2001 11:35:55 AM Please respond to aod@newsdata.com To: cc: Subject: Behind the Stage Two FYI Wes",Normal
Thanks for the information. It would be helpful if you would send the detailed worksheet that you mentioned. I am surprised to hear that the only restricted shares left are the ones granted this January. I have always elected to defer any distributions of restricted stock. I believe I selected the minimum amount required to be kept in enron stock (50%). Are you saying that all the previous grants have fully vested and been distributed to my deferral account? Thank you for looking into this issue. Phillip,Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/15/2001 12:38 PM --------------------------- Andrew_M_Ozuna@bankone.com on 03/15/2001 10:06:15 AM To: Phillip.K.Allen@enron.com cc: Subject: Sagewood M/F (See attached file: outline.doc) (S,Normal
"Lucy, Somehow my email account lost the rentroll you sent me on Tuesday. Please resend it and I will roll it for this week this morning. Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/14/2001 06:51 PM --------------------------- From: Keith Holst 03/14/2001 04:30 PM To: Phillip K Allen/HOU/ECT@ECT cc: Subject:,Normal
"Jeff, I am in the office today. Any isssues to deal with for the stagecoach? Phillip",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/14/2001 04:02 PM --------------------------- ""George Richards"" <cbpres@austin.rr.com> on 03/13/2001 11:29:49 PM Please respond to <cbpres@austin.rr.com> To: ""Phillip Allen"" <pallen@enron.co",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/14/2001 04:01 PM --------------------------- From: Phillip K Allen 03/14/2001 09:49 AM To: Jacquestc@aol.com cc: Subject: Here is the buyout spreadsheet again with a slight tweak in the for,Normal
"Gentlemen, Today I finally received some information on the status of the work done to date. I spoke to Hugo Alexandro at Cuatro Consultants. The property is still in two parcels. Hugo has completed a platt to combine into one lot and is ready to submit it to the city of San Marcos. He has also completed a topographical survey and a tree survey. In addition, he has begun to coordinate with the city on the replatting and a couple of easements on the smaller parcel, as well as, beginning the work on the grading. Hugo is going to fax me a written letter of the scope of work he has been engaged to complete. The total cost of his services are estimated at $38,000 of which $14,000 are due now for work completed. We are trying to resolve the issues of outstanding work and bills incurred by the original developer so we can obtain the title to the land. If we can continue to use Cuatro then it would be one less point of contention. Hugo's number is 512-295-8052. I thought you might want to contact him directly and ask him some questions. I spoke to him about the possibility of your call and he was fine with that. Now we are going to try and determine if any of the work performed by Kipp Flores can be used. Keith and I appreciate you meeting with us on Sunday. We left very optimistic about the prospect of working with you on this project. Call me with feedback after you speak to Hugo or with any other ideas about moving this project forward. Phillip",Normal
Here is the buyout spreadsheet again with a slight tweak in the format. The summary presents the numbers as only $1400 in concessions.,Normal
"Jacques, George finally sent me some information. Please look over his email. He wants us to buy him out. Keith and I think this is a joke. We still need to speak to his engineer and find out about his soil study to determine if it has any value going forward. I don't believe the architect work will be of any use to us. I don't think they deserve any compensation for their time due to the fact that intentional or not the project they were proposing was unsupportable by the market. My version of a buyout is attached. I need your expert advise. I am ready to offer my version or threaten to foreclose. Do they have a case that they are due money for their time? Since their cost and fees didn't hold up versus the market and we didn't execute a contract, I wouldn't think they would stand a chance. There isn't any time to waste so I want to respond to their offer asap. Call me with your thoughts. Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/14/2001 08:36 AM --------------------------- ""George Richards"" <cbpres@austin.rr.com> on 03/13/2001 11:29:49 PM Please respond to <cbpres@austin.rr.com> To: ""Phillip Allen"" <pallen@enron.com>, ""Keith Holst"" <kholst@enron.com> cc: ""Larry Lewter"" <LLEWTER@austin.rr.com>, ""Claudia L. Crocker"" <clclegal2@aol.com> Subject: Bishops Corner, Ltd. Buyout [IMAGE][IMAGE]??????????? ??????????? 8511 Horseshoe Ledge, Austin, TX? 78730-2840 Telephone (512) 338-1119? Fax(512)338-1103 E-Mail? cbpres@austin.rr.com ? ? ? ? March 13, 2001? Phillip Allen Keith Holst ENRON 1400 Smith Street Houston, TX? 77002-7361 Subject: Bishops Corner, Ltd. -- Restructure or Buyout Dear Phillip and Keith: We are prepared to sell Bishops Corner, Ltd. for reimbursement of our cash expenditures; compensation for our management services and your assumption of all note obligations and design contracts.? As shown on the attached summary table, cash expenditures total $21,196 and existing contracts to the architect, civil engineer, soils testing company, and appraisal total $67,050.? The due on these contracts is $61,175, of which current unpaid invoices due total $37,325. Acting in good faith, we have invested an enormous amount of time into this project for more than five months and have completed most of the major design and other pre-construction elements.? As it is a major project for a firm of our size, it was given top priority with other projects being delayed or rejected, and we are now left with no project to pursue.? Two methods for valuing this development management are 1) based on a percentage of the minimum $1.4MM fee we were to have earned and 2) based on your prior valuation of our time.? For the first, we feel that at least 25%, or $350,000, of the minimum $1.4MM fee has been earned to date.? For the second, in your prior correspondence you valued our time at $500,000 per year, which would mean this period was worth $208,333.? Either of these valuations seem quite fair and reasonable, especially as neither includes the forfeit of our 40% interest in the project worth $0.8--$1.2MM. ?However, in the hope that we can maintain a good relationship with the prospect of future projects, we are willing to accept only a small monthly fee of $15,000 per month to cover a portion of our direct time and overhead.? As shown in the attached table, this fee, plus cash outlays and less accrued interest brings the total net buyout to $78,946.? We still believe that this project needs the professional services that we offer and have provided.? However, if you accept the terms of this buyout offer, which we truly feel is quite fair and reasonable, then, we are prepared to be bought out and leave this extraordinary project to you both.? If this is your choice, either contact us, or have your attorney contact our attorney, Claudia Crocker, no later than Friday of this week.? The attorneys can then draft whatever minimal documents are necessary for the transfer of the Bishops Corner, Ltd. Partnership to you following receipt of the buyout amount and assumption of the outstanding professional design contracts. Thank you. ? Sincerely, [IMAGE] ? ? ? George W. Richards President P.S.????? Copies of contracts will be forwarded upon acceptance of buyout. ? cc:??????? Larry Lewter ??????????? Claudia Crocker - image001.wmz - image002.gif - image003.png - image004.gif - header.htm - oledata.mso - Restructure Buyout.xls",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/13/2001 04:00 PM --------------------------- ""Benotti, Stephen"" on 03/13/2001 12:58:24 PM To: ""'pallen@enron.com'"" <pallen@enron.com> cc: Subject: FW: ALL 1099 TAX QUESTIONS - ANSWERED Noti",Normal
"George, I didn't receive the information on work completed or started. Please send it this morning. We haven't discussed how to proceed with the land. The easiest treatment would be just to deed it to us. However, it might be more advantageous to convey the partnership. Also, I would like to speak to Hugo today. I didn't find a Quattro Engineering in Buda. Can you put me in contact with him. Talk to you later. Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/12/2001 11:47 AM --------------------------- Mike Grigsby 03/07/2001 08:05 PM To: Phillip K Allen/HOU/ECT@ECT cc: Subject: matt Smith Let's have Matt start on the following: Database for ho,Normal
"Lucy, Here is a rentroll for this week. What is the outstanding balance on #1. It looks like 190 + 110(this week)= 300. I don't think we should make him pay late fees if can't communicate clearly. #2 still owe deposit? #9 What day will she pay and is she going to pay monthly or biweekly. Have a good weekend. I will talk to you next week. In about two weeks we should know for sure if these buyers are going to buy the property. I will keep you informed. Phillip",Normal
"Please approve Mike Grigsby for Bloomberg. Thank You, Phillip Allen",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 04/18/2001 08:10 AM --------------------------- To: Phillip K Allen/HOU/ECT@ECT cc: Subject: approved trader list Enron Wholesale Services (EES Gas Desk) Approved Trader List: Name Title Regio,Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/08/2001 01:32 PM --------------------------- Andrew_M_Ozuna@bankone.com on 03/07/2001 11:41:43 AM To: Phillip.K.Allen@enron.com cc: Subject: Sagewood Phase II ---------------------- Forward,Normal
"Darrell, Today I let the builder/developer know that I would not proceed with his excessively high cost estimates. As he did not have the funds to take on the land himself, he was agreeable to turning over the land to me. I would like to proceed and develop the property. My thought is to compare the financing between Bank One and FHA. I would also like to compare construction and development services between what you can do and a local builder in San Marcos that I have been speaking with. Making a trip to meet you and take a look at some of your projects seems to be in order. I am trying to get the status of engineering and architectural work to date. Once again the architect is Kipp Florres and the engineer is Quattro Consultants out of Buda. Let me know if you have an opinion about either. I look forward to working with you. Talk to you tomorrow. Phillip",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/07/2001 01:00 PM --------------------------- TIM HEIZENRADER 03/05/2001 09:06 AM To: Phillip K Allen/HOU/ECT@ECT cc: Tim Belden/HOU/ECT@ECT, Chris Gaskill/Corp/Enron@Enron Subject: Revised ",Normal
"Reagan, Here is the cost estimate and proforma prepared by George and Larry. I am faxing the site plan, elevation, and floor plans. Phillip",Normal
I just refaxed. Please confirm receipt,Normal
I faxed you the signed amendment.,Normal
"Daryl, Here is the file that includes the proforma, unit costs, and comps. This file was prepared by the builder/developer. The architect that has begun to work on the project is Kipp Flores. They are in Austin. Thank you for your time this evening. Your comments were very helpful. I appreciate you and Greg taking a look at this project. Phillip Allen pallen@enron.com 713-853-7041",Normal
"Al, I was not going to do the MS this year. Thanks for the offer though. All is well here. We went to Colorado last week and the kids learned to ski. Work is same as always. How are things going at New Power? Is there any potential? Phillip",Normal
