Class_Label,Text
Normal,"In this Section: World-Wide Asia Europe The Americas Economy Earnings Focus Politics & Policy ? Editorial Page Leisure & Arts Voices ? Weekend Journal. ? WSJ.com Audio: Business Update Markets Recap WSJ on Audible Learn More ? Journal Atlas: Table of Contents Headlines Business Index Search ??News Search ??Past Editions ??Briefing Books ??Quotes ? Resources: Help New Features E-mail Center Your Account Contact Us WSJ.com Gifts Glossary Special Reports Weather ? ?STOCK QUOTES ?Select exchange: ? ?Enter symbols: ?? ? ?Symbol lookup Free WSJ.com Sites: Careers College Homes Online Investing Opinion Personal Tech Starting a Business Travel Wealth of Choices Web Watch Wine ? The Print Journal: Subscribe Customer Service ? More Dow Jones Sites: Barron's Online DJ University Publications Library Reprints SmartMoney Work.com Dow Jones & Co. ? Corrections ? Privacy Policy ? Wall Street Journal and Dow Jones Newswires in Chinese November 27, 2000 Reforms in India Are Tantalizing, But Debates Cool Investor Ardor By DANNY PEARL Staff Reporter of THE WALL STREET JOURNAL NEW DELHI, India -- The tumblers of economic reform have slowly but surely been turning in India over the past decade, each click resonating through this nation of a billion people. Lately the prospect of unlocking its markets has seemed a bit brighter -- but not bright enough to impress foreign investors. Every day, India's financial pages are filled with news of a new opening: a plan to sell the government's stake in a big car company, the lifting of controls on the textile industry. But the fine print tells another story: stubborn hurdles to foreign investment, insistence on public control and open battles among ministers that could force Prime Minister Atal Bihari Vajpayee to protect his diverse coalition government rather than take fresh economic gambles. ""The debate over reforms will be endless unless there is a crisis, and there is no crisis around the corner,"" says Mahesh Vyas, executive director of the Centre for Monitoring the Indian Economy, a private organization. India is still coasting along with economic growth above 6% a year. Still, there are some worrisome signs. Last month, Standard & Poor's lowered its outlook on the Indian rupee because of the darker prospects for economic reform. Foreign investment, already a pittance compared with the rest of Asia, has slackened recently, and a few big companies, including Enron Corp. of Houston and British Telecommunications PLC, are freezing some India investments as their focus shifts to more-developed markets. Just 14% of the multinational-company executives recently surveyed by AT Kearney said they were more likely to invest in India than in China; 56% said the reverse. Even critics think Mr. Vajpayee's nationalist Bharatiya Janata Party, which one year ago won a mandate to lead its second coalition government, is sincere about pushing for further opening of India's statist economy. But what government officials call the second generation of reforms -- India's Congress Party launched the first in the early 1990s to allow more private enterprise -- is meeting stiff domestic resistance. Workers and traditional Indian businesses are as scared of competition as ever, and the Congress Party, now in the opposition, is playing on those fears. So the government is moving in small, often contradictory steps. ""Their hearts are in the right place,"" says John Band, executive director of ASK Raymond James, an affiliate of the American investment bank. Here is how the reforms are shaping up in five critical areas. Privatization India's program of selling off government companies is still mostly talk, but much of it could come to fruition in the next few months. While the government probably won't meet its target of raising 100 billion rupees ($2.14 billion) this fiscal year, it is likely India will shed some perennial money losers. The first could be Air India and its domestic counterpart, Indian Airlines, both of which have attracted expressions of interest from foreign airlines including Air France and Singapore Airlines. Divestment Minister Arun Shourie, who isn't revealing the full list, said on the first day of the World Economic Forum's ""India Economic Summit"" in New Delhi Sunday that before proceeding to formal bids, India will reject suitors who could pose national-security concerns. India, he said, wants to avoid buyers who might shut down the beleaguered airlines and keep the lucrative landing rights. Job padding is legendary in India, so fear of job losses is real. Bank workers fired a warning shot across privatization's bow this month with a one-day, midweek strike against government banks. The next day, the government announced it was moving forward anyhow, seeking a law that would allow it to reduce its stake in public banks below 50%. The move wasn't as bold as it seemed, though: The law wouldn't actually contemplate a sale of shares and wouldn't allow any single investor to buy more than 1%. Government officials pledged to keep the ""public character"" of the banks. Supporters of divestment within Mr. Vajpayee's cabinet are few but influential. They are concentrating their efforts on a plan to sell the government's 50% stake in car maker Maruti Udyog Ltd., a joint venture of Japan's Suzuki Motor Corp. and India's government. But the cabinet is divided over the sale, and Mr. Vajpayee has to keep all the members of his coalition happy, including hardline nationalists. This weekend, Mr. Shourie flew to Bombay to placate leaders of the radical Shiv Sena party who were upset about the prime minister's recent olive branch to separatists in the embattled region of Kashmir. One of their demands, he says, was that ""Foreigners should not come to acquire control of the Indian economy."" Budget pressure may force India to follow through with privatization. The World Bank has cited concern that India's budget deficit is a whopping 9.6% of its gross domestic product, though much of the red ink can be traced to state budgets. Mr. Vyas of the Centre for Monitoring the Indian Economy believes the real benefits of privatization will come only when the states start to sell off their bus companies and electric utilities -- but ""that's not even being talked about."" Media India has an unrestrained local press but remains suspicious of foreign media, especially when they show naked flesh or give their own spin on the Kashmir dispute. Technology has brought paradoxes: Indians now get scores of channels by cable TV, but only government-controlled TV over regular antenna. Foreign magazines and newspapers enter the country freely by the Internet but cannot print in India. (The Wall Street Journal is among the papers that have made informal efforts to lift the barrier.) The newly appointed information minister, Sushma Swaraj, a BJP hard-liner, this month seemed to be resolving the issues in favor of openness. At her prodding, the government suddenly allowed programmers to serve homes directly by satellite -- but with some tight restrictions on foreign ownership. Equally worrisome was Ms. Swaraj's explanation for the government's decision to move forward. Before, she explained, the government had no satellite facility in India; now it did, and could cut off broadcasts that offend India's programming code. Ms. Swaraj is looking for ways to regulate Web sites, too. ""They are bound by this code,"" she said. ""As yet there is no complaint. If there is, we can take care of it."" Ms. Swaraj started a ""national debate"" over whether to lift the restrictions on foreign media; 10 days later ended it with a firm 'no.' But as one door closes in India, another often cracks open. Private FM radio is expected to make its debut in the spring. The government has also taken steps to help film studios get expansion financing, just as Hollywood starts to prowl the Hindi film industry for investments. Telecommunications The Vajpayee government has earned broad kudos for its liberalization of telecommunications, and the results may even help build domestic support for other reforms. Sales of new telephones have exploded recently as service improves. In Bombay, which once had five-year waiting lists for new telephone lines, the government's local-phone company, MTNL, now promises, even if it doesn't always deliver, hookups in two days. The reason is new competition from a private group that includes a unit of Hughes Electronics Corp. Telecom investment is vital for India because so much of the country's booming software and call-center business relies on fast communications with the U.S. The government only recently loosened its control over international data gateways, a move that Indians hope will alleviate heavy daytime data traffic jams. Idika Solutions, a software company based in Hyderabad, got in the habit of downloading files at 6 a.m. to avoid the rush. Further reforms should speed up improvements. Next year, Parliament is expected to pass a ""convergence"" law, allowing telephone, wireless and data services to come under the same license. And the following year government phone company VSNL is scheduled to lose its monopoly on long-distance phone service. Trade In theory, India, a member of the World Trade Organization, has no choice but to open its borders to foreign products, and so far it is sticking to schedule, passing a new patents law and so forth. But rather than investing to get ready for free competition, many business families are simply getting out of manufacturing. Their worry isn't so much luxury goods from the West, which will still face steep duties even after quotas are lifted in the spring, but goods like batteries from China and palm oil from Malaysia. The government is starting to heed the call for more protection: Last week, it raised duties on cooking oil and listed 131 imported products that would have to list prices in rupees and register with the Indian bureaucracy. The government is also trying to prepare traditional businesses such as textiles for a world without quotas. Still, the industry is so thoroughly regulated that it is hard to see India's mild reforms having much effect. For example, the government just decided to allow big domestic producers to move into certain products that were reserved for small companies, but it still requires yarn-spinners to produce 10% of their yarn in a form that can be used by obsolete hand looms. With certain fabrics, ""if I produce it on a power loom, I'm breaking the law,"" says Ramesh Chander Kesar, president of the Textile Association India in New Delhi. ""Why should there should be a restriction?"" The main reason is that textiles employs an estimated one of every six Indian workers, and the government is loath to throw them out on the street. Actually, even when mills close, as many have in central Bombay, mill owners often have to keep paying the workers and are restricted in their reuse of the land. ""If we can fire a worker for not working, that will send a powerful signal. But there are no votes in it,"" says Gurchuran Das, former Procter & Gamble chief in India and occasional adviser to the Congress Party. ""Nobody has the courage to explain to the people the way Clinton had the courage to explain NAFTA: that jobs will be lost but, in the end, jobs will be created."" Some less courageous moves are possible: one idea under discussion in New Delhi is to give labor flexibility to companies that are exporting heavily. Finance India made some big financial reforms in the early '90s, with liberalization of interest rates, loosening of currency restrictions and encouragement of private banking. The country just needs some more money to prime the system. The government is approving new financial products, such as derivatives. The big prize, investment bankers say, would be opening of the government-controlled mutual fund and pension plans. Right now, they offer fixed returns. Private investment companies want the government to let them offer Indians more-aggressive private pensions. ""They are listening,"" says Raju Panjwani, managing director of Morgan Stanley Dean Witter India. ""Maybe equities are considered risky, but we can't even invest in corporate bonds."" The government has a plan under study, called ""Project Oasis,"" that would allow private pension fund management, with some restrictions. Another possible source of long-term capital is insurance, something there isn't much of in India. The government took a big step last year in allowing private insurance companies back into India after nearly 50 years. But as the race to start marketing policies begins, only half a dozen companies have jumped in. Foreign companies are limited to 26% of each insurance partnership. That is a problem, because launching an insurance company can take $75 million, and ""there are not that many Indian companies that can support 74% of that kind of a number,"" says Gary Benanav, chief executive of New York Life Insurance Co.'s international unit. The company, which is launching its India insurance venture in partnership with an Indian conglomerate, estimates the Indian market could support 50 insurance competitors. ""They've made a decision which I don't think in the long run is in the best interests of India, though I understand it. The colonial era has left a few wounds here,"" Mr. Benanav says. Write to Danny Pearl at danny.pearl@wsj.com Brian T. Hoskins Enron Broadband Services 713-853-0380 (office) 713-412-3667 (mobile) 713-646-5745 (fax) Brian_Hoskins@enron.net"
Normal,"Thanks for the help. I have put several products out for your approval. Thanks, Eric Robert B Cass 11/27/2000 04:22 PM To: Eric Bass/HOU/ECT@ECT cc: Melba Lozano/HOU/ECT@ECT Subject: Re: New Product Hi Eric - I have just been advised that the new Index that you requested (as detailed below) is now available for you to create as a product. Thanks for letting us work with you. - Rob x35491 ---------------------- Forwarded by Robert B Cass/HOU/ECT on 11/27/2000 03:00 PM --------------------------- Robert B Cass 11/22/2000 09:41 AM To: Eric Bass/HOU/ECT@ECT cc: Melba Lozano/HOU/ECT@ECT, Dawn C Kenne/HOU/ECT@ECT Subject: Re: New Product Hi Eric - We will begin testing your index today. The description for your index will read as follows: ""The Index for a day shall be the Daily Midpoint price published on such calendar day under the heading ""Daily Price Survey"" in the East-Houston-Katy, Katy plant tailgate section of Gas Daily, or if a calendar day is not a Business Day then the price used shall be the Daily Midpoint price published on the next suceeding Business Day. "" The Product Short Description on the website will be as follows: US Gas Daily KatyPltTailgate Month/Year USD/MM Please advise if this does not meet with your approval. Thanks - Rob Enron North America Corp. From: Eric Bass 11/21/2000 12:48 PM To: Robert B Cass/HOU/ECT@ECT cc: Dale Neuner/HOU/ECT@ECT Subject: New Product Rob, I need to get a new gas daily product created. This product will be settled daily against the Katy Plant Tailgate under the East-Houston-Katy subheading in Gas Daily. Call with questions. Thanks, Eric x3-0977"
Normal,"not yet... I think Webb and I will need to schedule a game (which will be difficult). After that, it looks like we would play the aggies this weekend or next. It is uncertain if AC will be party these games."
Normal,"Hi Eric - I have just been advised that the new Index that you requested (as detailed below) is now available for you to create as a product. Thanks for letting us work with you. - Rob x35491 ---------------------- Forwarded by Robert B Cass/HOU/ECT on 11/27/2000 03:00 PM --------------------------- Robert B Cass 11/22/2000 09:41 AM To: Eric Bass/HOU/ECT@ECT cc: Melba Lozano/HOU/ECT@ECT, Dawn C Kenne/HOU/ECT@ECT Subject: Re: New Product Hi Eric - We will begin testing your index today. The description for your index will read as follows: ""The Index for a day shall be the Daily Midpoint price published on such calendar day under the heading ""Daily Price Survey"" in the East-Houston-Katy, Katy plant tailgate section of Gas Daily, or if a calendar day is not a Business Day then the price used shall be the Daily Midpoint price published on the next suceeding Business Day. "" The Product Short Description on the website will be as follows: US Gas Daily KatyPltTailgate Month/Year USD/MM Please advise if this does not meet with your approval. Thanks - Rob Enron North America Corp. From: Eric Bass 11/21/2000 12:48 PM To: Robert B Cass/HOU/ECT@ECT cc: Dale Neuner/HOU/ECT@ECT Subject: New Product Rob, I need to get a new gas daily product created. This product will be settled daily against the Katy Plant Tailgate under the East-Houston-Katy subheading in Gas Daily. Call with questions. Thanks, Eric x3-0977"
Normal,Our game is at 8 this week. Can you make it? This is the last week of the regular season and then our playoff run begins!!
Normal,heard anything?
Normal,"[IMAGE] SuperBowl.com Playoff Challenge -- Experience the NFL playoffs like never before. Select a team of 8 players and follow their performance from Wild Card week to the Big Game on Jan. 28. Maybe your team will be the big winner come Super Bowl Sunday! Click here to play for FREE. The tab for SportsLine's FREE Fantasy Football is being picked up by Miller Lite, our favorite beer around here. Check them out offline at your local bar or online with us. Grab a Miller Lite. It's Miller Time! What is worse than Half and Half in your beer? Paying full price for CDs and Music. Visit Half.com for HALF price! Win The Fantasy Football Trip Of A Lifetime! Love to surf the cbs.sportsline.com site? You could win a 4-day/3-night weekend in Florida to attend Cris Carter's FAST Program in Florida! Click here to get started now! Brought to you by Sponsorship Bar You are receiving these e-reports because you have signed up for CBS SportsLine Fantasy Football. To customize, reschedule, or turn off these reports please click here Summary?Standings? Standings for Week 15 East Division Team W L T Pct Back Strk Div Wks PF Back PA Hunter Shively 12 2 0 0.857 0.0 W6 6-1-0 4.0 1416.0 15.0 1142.0 Eric Bass 11 4 0 0.733 1.0 L1 6-2-0 1.0 1431.0 0.0 1204.0 McKay Neal 8 7 0 0.533 4.0 W1 6-2-0 2.0 1272.0 159.0 1123.0 Martin Cuilla 7 8 0 0.467 5.0 W1 0-8-0 2.0 1355.0 76.0 1325.0 FIBSABs 7 8 0 0.467 5.0 W3 4-3-0 0.0 1080.0 351.0 1120.0 Rocks 1 14 0 0.067 11.0 L12 1-7-0 0.0 878.0 553.0 1328.0 West Division Team W L T Pct Back Strk Div Wks PF Back PA Fear 9 5 0 0.643 0.0 W7 4-3-0 2.0 1326.0 105.0 1220.0 Tori Kuykendall 8 7 0 0.533 1.0 L1 4-3-0 0.0 1253.0 178.0 1215.0 Top Dogs 7 8 0 0.467 2.0 W1 3-6-0 1.0 1187.0 244.0 1365.0 The Klap 7 8 0 0.467 2.0 L1 5-4-0 1.0 1178.0 253.0 1198.0 Matt Lenhart 6 9 0 0.400 3.0 L1 3-4-0 2.0 1368.0 63.0 1398.0 Baja 6 9 0 0.400 3.0 L8 4-3-0 0.0 1044.0 387.0 1150.0 Scoring?Statistics? Eric Bass Actives Player Pos Scoring Score McNabb, Donovan QB 390 PaYd (19 Pts), 4 PaTD (24,8,11,38) (12 Pts), 12 RuYd (1 Pt) 32.0 Allen, James RB 97 RuYd (9 Pts), 1 RuTD (16) (6 Pts), 27 ReYd (2 Pts), 1 ReTD (6) (6 Pts) 23.0 Smith, Robert RB 67 RuYd (6 Pts) 6.0 Harrison, Marvin WR 27 ReYd (2 Pts) 2.0 Hayes, Donald WR 77 ReYd (7 Pts) 7.0 Horn, Joe WR 105 ReYd (10 Pts) 10.0 Nedney, Joe K 2 XP (2 Pts) 2.0 Ravens DT 1 Int (2 Pts), 2 SACK (2 Pts), 4 DFR (8 Pts), 3 PA (3 Pts) 15.0 [IMAGE] TOTALS ? ? 97.0 Eric Bass Reserves Player Pos ST Scoring Score Anders, Kimble RB RS ? 0.0 Davis, Terrell RB RS ? 0.0 Grbac, Elvis QB RS 315 PaYd (15 Pts), 1 PaTD (6) (3 Pts), 20 RuYd (2 Pts) 20.0 Lions DT RS 1 Int (2 Pts), 2 SACK (2 Pts), 1 DFR (2 Pts) 6.0 Morris, Sylvester WR RS 38 ReYd (3 Pts) 3.0 Robinson, Marcus WR RS ? 0.0 [IMAGE] TOTALS ? ? ? 29.0 Player Updates?NFL Reports? Latest NFL Player News Brian Griese , QB DEN - Fear Updated 12/11/00 Griese is expected to play in the Broncos' regular-season finale. Coach Mike Shanahan said Monday that Griese has a ""realistic chance"" of returning to the lineup against San Francisco on Dec. 23. Fantasy owners should look elsehwere for a Fantasy QB. Griese hasn't played in almost a month. A player with such a layoff is a high-risk for your Fantasy team. Jackie Harris , TE DAL - Free Agent Updated 12/11/00 Harris caught only two passes for 20 yards against Washington, numbers that have more or less become his norm this season. He is far too inconsistent to be considered a starter, so avoid playing Harris if at all possible. Irving Fryar , WR WAS - Free Agent Updated 12/11/00 Since Albert Connell's playing time has been limited due to injury, Fryar has posted decent numbers for the 'Skins. He caught three passes for 56 yards and a touchdown against Dallas, and now has a score in three of his last four games. Although he isn't a solid starter, Fryar could still be useful to Fantasy owners in deeper leagues. Bobby Shaw , WR PIT - Free Agent Updated 12/11/00 Shaw led the Steelers with 88 yards on six receptions, with one of them going for a touchdown. However, his performance was deceiving, as he also dropped two other key passes. Keep that in mind as he prepares to go up against Washington next Sunday, as the Steelers might not go to him as much as a result. James Thrash , WR WAS - Free Agent Updated 12/11/00 Thrash caught five passes for 62 yards in Washington's 32-13 loss to the Cowboys on Sunday. Thrash has been Jeff George's favorite target this season, so he is an interesting commodity at this point in the season. If your league uses three starting wideouts, considering making Thrash your number three man. Will Blackwell , WR PIT - Free Agent Updated 12/11/00 Blackwell made his first two catches, which went for 23 yards total, in more than a year during Sunday's game against the Giants. He played two games prior without a reception after missing the first 11 games of the season by being on the physically unable to perform list after knee surgery. Don't take this as a sign of things to come for Blackwell; he's a marginal receiver over the final two games. Wane McGarity , WR DAL - Free Agent Updated 12/11/00 McGarity was held without a catch but scored on reverse in Dallas' 32-13 win over Washington. He has no Fantasy value at this point of the season. Jason Tucker , WR DAL - Free Agent Updated 12/11/00 Tucker was held without a catch against the Redskins on Sunday, but did run a 17-yard reverse for a touchdown. The young Dallas receiver has no Fantasy value at this point in the season. Kris Brown , K PIT - Free Agent Updated 12/11/00 Brown missed two field goals during Sunday's game against the Giants. He missed tries from 36 and 44 yards out, marking the first time in his two-year career that he has missed multiple field goal attempts in one game. Don't start Brown during your Fantasy playoffs. Albert Connell , WR WAS - Hunter Shively Updated 12/11/00 Connell was held without a catch in minimal playing time against the Cowboys. He has only 13 catches in his last six games, and is still being bothered by a knee injury. Avoid starting Connell at this crucial point in your Fantasy season. Anthony Johnson , RB JAC - Free Agent Updated 12/11/00 Johnson suffered a sprained toe late in Sunday's game against Arizona. He rushed for 39 yards on 13 carries after relieving Fred Taylor. Johnson was walking with a limp after the game and is unsure whether he will be able to play next Sunday against Cincinnati. James McKnight , WR DAL - Baja Updated 12/11/00 McKnight was the only Dallas wideout to catch a pass on Sunday, hauling in two balls for 58 yards against the Redskins. With the Cowboys' quarterback situation up in the air, avoiding all of Dallas' receivers is a good idea. R.Jay Soward , WR JAC - Free Agent Updated 12/11/00 The Jaguars suspended Soward for Sunday's game against Arizona, and several team sources said it was due to his missing a team meeting. He has made several similar violations and was demoted to the No. 3 receiver during a October 22 loss. Don't count on any Fantasy numbers from Soward the remainder of the season. Larry Centers , RB WAS - Free Agent Updated 12/11/00 In his typical role out of the backfield, Centers caught five passes for 54 yards in Sunday's loss to the Cowboys. At this point in the season, Centers' Fantasy value is minimal at best, so starting him now is a huge risk. Jaguars , DT JAC - The Klap Updated 12/11/00 Jacksonville's defense posted a solid outing Sunday against Arizona, allowing just 10 points and 189 net yards. Brant Boyer helped lead the Jaguars' D to an interception and four sacks on the day. The performance by this unit has been among the league's best in recent weeks, despite a rash of injuries. We expect more solid numbers as Jacksonville takes on Cincinnati next week, so look to this unit during your playoffs. Michael Wiley , RB DAL - Free Agent Updated 12/11/00 In his first game as Dallas' third down back, Wiley ran for 38 yards on 11 carries. The rookie from Ohio State will see more playing time in the weeks to come, but doesn't have any Fantasy value at this point. Stephen Davis , RB WAS - Matt Lenhart Updated 12/11/00 Davis had a surprisingly modest game against the Cowboys this week, rushing for only 57 yards in Dallas' 32-13 victory. Although he did score a touchdown, Davis also fumbled twice, leaving some to believe that his forearm is still hindering his ability to hold onto the ball. Look for the 'Skins to try and establish Davis early in next week's game against the Steelers, as Washington looks to keep their slim playoff hopes alive. Kurt Warner , QB STL - Baja Updated 12/11/00 Warner regained his early-season form Sunday completing 27-of-32 passes for 346 yards. Unfortunately many Fantasy owners were probably eliminated from the playoffs after his four-interception debacle last week. If you are one of the owners that survived, keep Warner in your lineup and ride him to Fantasy glory. Jeff George , QB WAS - Fear Updated 12/11/00 George was a disappointment to Fantasy owners who picked him up for this week's game against Dallas. The veteran quarterback completed 19-of-33 passes for 235 yards and only one score in the game. George will remain the starter for the final two games so look for better numbers on Saturday against Pittsburgh, whose secondary was blasted by the Giants' Kerry Collins this week. Marshall Faulk , RB STL - McKay Neal Updated 12/11/00 Faulk was a Fantasy juggernaut Sunday rushing for four touchdowns. He gained 135 yards on 25 carries, and added six catches for 43 yards. With his performance Sunday he re-affirmed himself as the best Fantasy running back. Travis Prentice , RB CLE - Top Dogs Updated 12/11/00 Prentice scored two one-yard touchdowns during Sunday's game against Philadelphia, and had 46 rushing yards on 17 carries on the day. He also bruised his right calf, although X-rays were negative. Although these numbers are more promising, we're not optimistic Prentice will help your Fantasy team when he goes up against Tennessee next Sunday. Cris Carter , WR MIN - Matt Lenhart Updated 12/11/00 Carter had seven catches for 66 yards in Sunday's game against the Rams. He will have another formidable test against the Packers this week, but Carter will be up for the task. He struggled in their first meeting but still managed to make five catches for 59 yards and score a touchdown. Randall Cunningham , QB DAL - Free Agent Updated 12/11/00 Cunningham was listed as the third-string quarterback in Sunday's game against the Redskins because of a nagging groin injury. When Troy Aikman went down with a concussion, Anthony Wright replaced him in the lineup, leaving Cunningham on the bench. With Dallas' starting quarterback situation up in the air for next week, Fantasy owners should avoid starting Cowboys' quarterbacks all together. Dennis Northcutt , WR CLE - Free Agent Updated 12/11/00 Northcutt alternated with Doug Pederson at quarterback during Sunday's game against Philadelphia, although he did not attempt a pass. He had seven carries for 37 yards rushing, and five catches for 44 yards receiving in the game. Unfortunately, Northcutt sprained his ankle on the final punt return of the game. Despite the decent yardage totals, he won't have enough Fantasy value to help you at this important stage of the season. Randy Moss , WR MIN - Hunter Shively Updated 12/11/00 Moss was held to four catches for 64 yards and a touchdown Sunday. Look for Moss to have a better game against the Packers this week. He had six catches for 130 yards in their first meeting this season. Giants , DT NYG - Free Agent Updated 12/11/00 The Giants' defense continues to be solid, holding their last three opponents to 24 combined points. This week' opponent, the Dallas Cowboys, could be without both Troy Aikman (concussion) and Randall Cunningham (groin), leaving third-string quarterback Anthony Wright to man the ship. Dallas' offense has struggled for most of the season, so the G-Men should hold the 'Boys in check for most of the game. Unless you own a defense with a better matchup, Fantasy owners should strongly consider starting the Giants' D this week. Daunte Culpepper , QB MIN - Hunter Shively Updated 12/11/00 Culpepper completed 21-of-33 passes for 221 yards and three touchdowns in a losing cause Sunday. He also added an eight-yard scoring run of his own. Although the Vikings struggled as a team Sunday Culpepper will continue to help Fantasy owners for the duration of the season. Scott Mitchell , QB CIN - Free Agent Updated 12/11/00 Coach Dick LeBeau was impressed enough with Mitchell's performance on Sunday against Tennessee that he named him the starting quarterback next Sunday against Jacksonville. The veteran QB was 12-for-26 passing for 131 yards with no touchdowns or interceptions, and was sacked four times. Mitchell should still be nowhere near your roster during the Fantasy playoffs. Brad Daluiso , K NYG - Free Agent Updated 12/11/00 Daluiso ws good on all three of his field goal attempts on Sunday, converting from 38, 40 and 21 yards against Pittsburgh. He has now been successful on 12 consecutive attempts dating back to Week Seven against New York's next opponent, the Dallas Cowboys. Unless you have one of the league's top-notch kickers, starting Daluiso is a solid choice. Qadry Ismail , WR BAL - McKay Neal Updated 12/11/00 Ismail seemed to be much more in synch with quarterback Trent Dilfer during Sunday's game against San Diego. He had six catches for 80 yards and a touchdown, a 28-yarder the two call a ""slugo"" (slant and go). Although it looked for a bit like Ismail wasn't worth a look during your playoffs, he could finally be at the point where he'll give you good numbers. Give him consideration next Sunday when he faces Arizona. More Updates Copyright 2000 Commissioner.COM Inc and SportsLine.com Inc. Your site is always at FB10SP"
Normal,"[IMAGE] SFX Music / San Antonio Concert Upda= te 3D 3Dupcomming= The Anger Management Tour with Limp Bizkit = Godsmack, DMX, Sinisstar, November 28, 2000 Alamodome On sale Now!=A0=A0 3DBuy CLICK HERE TO UNSUBSCRIB= E FROM THIS LIST OR UPDATE YOUR EMAIL ADDRESS or simply reply back= , using UNSUBSCRIBE in the subject line."
Normal,">Dr. Suess on the Election: >Can we count them with our nose? >Can we count them with our toes? >Should we count them with a band? >Should we count them all by hand? >If I do not like the count, >I will simply throw them out! > >I will not let this vote count stand >I do not like them, AL GORE I am! > >Can we change these numbers here? >Can we change them, calm my fears? >What do you mean, Dubya has won? >This is not fair, this is not fun >Lets count them upside down this time >Lets count until the state is mine! > >I will not let this VOTE count stand! >I do not like it, AL GORE I am! > >I'm really ticked, I'm in a snit! >You have not heard the last of it! >I'll count the ballots one by one >And hold each one up to the sun! >I'll count, recount, and count some more! >You'll grow to hate this little chore > >But I will not, cannot let this vote count stand! >I do not like it, Al Gore I am! > >I won't leave office, I'm stayin' here! >I've glued my desk chair to my rear! >Tipper, Hillary, and Bubba too, >all telling me that I should sue! >We find the Electoral College vile! >RECOUNT the votes until I smile! > >We do not want this vote to stand! >We do not like it, AL GORE I am! > >How shall we count this ballot box? >Let's count it standing in our socks! >Shall we count this one in a tree? >And who shall count it, you or me? >We cannot, cannot count enough! >We must not stop, we must be tough! > >I do not want this vote to stand! >I do not like it AL GORE I am! > >I've counted till my fingers bleed! >And still can't fulfill my counting need! >I'll count the tiles on the floor! >I'll count, and count, and count some more! >And I will not say that I am done! >Until the counting says I've won! > >I will not let this vote count stand! >I do not like it, AL GORE I am! > >What's that? What? What are you trying to say? >You think the current count should stay? >You do not like my counting scheme? >It makes you tense, gives you bad dreams? >Foolish people, you're wrong you'll see! >You're only care should be for me! > >I WILL NOT LET THIS VOTE COUNT STAND! >I DO NOT LIKE IT. AND AL GORE I AM! > > > > _______ Get more from the Web. FREE MSN Explorer download : http://explorer.msn.com"
Normal,"Hi Eric, ? Sorry I had to cut our conversation short.? I have not had a good morning.? I started the day off by taking a hard fall on the driveway and then our flight from Phoenix to Houston was cancelled and I was trying to work that out.? ? I'm glad you got back safely.? Did you have a good time?? Did Shanna have a nice holiday?? Speaking of Shanna, will you call me about her Christmas present?? I wanted to run something by you.? ? Have a good day.? LU-M"
Normal,"The last I heard was that each of the Enron teams from each school would play each other on a weekday night or something (I had heard this Wed. for the two A&M teams). Then we might have the two Enron winners play each other, with the winner possibly playing the Andersen winner (if they decide to play). That's the latest I've heard though. Webb Jennings was supposed to be calling Simmons about the rescheduling. Enron North America Corp. From: Eric Bass 11/27/2000 10:56 AM To: Nick Hiemstra/HOU/ECT@ECT cc: Subject: Flag Football Tourney Have you heard anything about the reschedule date?"
Normal,Have you heard anything about the reschedule date?
Normal,no poblem - i enjoyed it as well. let's do it again sometime Enron Capital Management From: David Baumbach 11/27/2000 10:27 AM To: Eric Bass/HOU/ECT@ECT cc: Subject: Thanks again for the golf on Wednesday. It was a lot of fun. Dave
Normal,Thanks again for the golf on Wednesday. It was a lot of fun. Dave
Normal,"Hi Boys, ? I REALLY need your lists asap.? Will you oblige soon?? LU-M"
Normal,"As an Analyst or Associate working in Enron Global Markets, Enron Industrial Markets or Enron North America you are invited to attend our Holiday Party. Please click on the attached link to launch your invitation. http://invitation.enron.com Please direct any questions to Dorie Hitchcock via email."
Normal,---------------------- Forwarded by Eric Bass/HOU/ECT on 11/27/2000 09:40 AM --------------------------- ebass@enron.com on 11/27/2000 09:41:06 AM To: ebass@enron.com cc: Subject: Hotel Reservation Confirmation Adam's Mark Hotels & Resorts On-line Reserva
